Year,Month,Day,Observed Q (mm/day),Rainfall (mm/day),PET (mm/day)
1988,2,7,0.075121914,0,4.3396
1988,2,8,0.075546516,0.063732,4.5403
1988,2,9,0.068393604,0,4.5201
1988,2,10,0.068393604,0,4.6303
1988,2,11,0.063233055,0.24138,4.6174
1988,2,12,0.062841114,0,4.4961
1988,2,13,0.061665293,0.72706,3.9888
1988,2,14,0.061665293,7.1891,4.4005
1988,2,15,0.064996787,2.8183,3.7984
1988,2,16,0.062514497,3.552,4.0635
1988,2,17,0.064049597,0.19077,3.9718
1988,2,18,0.062481836,0,4.1265
1988,2,19,0.061893925,0,4.255
1988,2,20,0.060554795,0,4.3985
1988,2,21,0.060554795,1.4955,4.6318
1988,2,22,0.059509621,1.0363,4.899
1988,2,23,0.059019695,0.10031,4.9171
1988,2,24,0.059248327,0.76692,4.7933
1988,2,25,0.058660417,0,4.4519
1988,2,26,0.058464446,0,4.6428
1988,2,27,0.058301138,2.2745,4.8053
1988,2,28,0.058301138,6.4145,4.9421
1988,2,29,0.053663176,2.3442,4.9149
1988,3,1,0.057059993,0,4.8625
1988,3,2,0.058562431,0,4.7388
1988,3,3,0.064376214,0,4.8395
1988,3,4,0.065323404,0.14034,4.9471
1988,3,5,0.065878653,0.25101,5.0855
1988,3,6,0.065323404,0.28183,5.423
1988,3,7,0.07100654,0.01371,5.476
1988,3,8,0.073292859,0.045945,5.5187
1988,3,9,0.072019053,3.2066,5.6478
1988,3,10,0.073096889,1.3865,5.0586
1988,3,11,0.072476316,0.28313,5.3073
1988,3,12,0.070679923,4.0398,5.7934
1988,3,13,0.070679923,0.53322,5.331
1988,3,14,0.056896685,0,5.6608
1988,3,15,0.057125317,0,5.5657
1988,3,16,0.056014819,0,5.8336
1988,3,17,0.061665293,0,5.8923
1988,3,18,0.049221185,0.03293,6.0466
1988,3,19,0.048502627,0.071752,5.8767
1988,3,20,0.045726383,0,6.069
1988,3,21,0.050984917,0,5.6073
1988,3,22,0.0598689,0,5.8124
1988,3,23,0.042492874,0,6.0396
1988,3,24,0.041741655,0,6.2074
1988,3,25,0.040663819,0,6.485
1988,3,26,0.039455336,0,6.3876
1988,3,27,0.039194042,0,6.3337
1988,3,28,0.030858776,0,6.2598
1988,3,29,0.030878373,0,6.1941
1988,3,30,0.03054849,0,6.4841
1988,3,31,0.03054849,0,6.635
1988,4,1,0.029068915,0,6.8057
1988,4,2,0.028000877,0,6.9745
1988,4,3,0.029313877,0,7.0245
1988,4,4,0.029313877,0,7.2323
1988,4,5,0.027223529,0,7.2238
1988,4,6,0.027857166,0,7.2122
1988,4,7,0.027664461,0,7.3214
1988,4,8,0.02997691,0,6.9475
1988,4,9,0.029771141,0,6.3848
1988,4,10,0.026504971,0,6.8593
1988,4,11,0.023568684,0.01371,7.3141
1988,4,12,0.023320455,0,7.2767
1988,4,13,0.023186542,0.014964,7.4471
1988,4,14,0.023229002,0,7.5028
1988,4,15,0.021200711,0,7.4433
1988,4,16,0.021056999,0,7.5115
1988,4,17,0.021056999,0,7.3712
1988,4,18,0.021569788,0.072782,7.1159
1988,4,19,0.02714514,4.2466,7.3094
1988,4,20,0.026439648,0.32984,7.0556
1988,4,21,0.023581749,2.7519,6.8372
1988,4,22,0.023186542,0.058042,6.8098
1988,4,23,0.022696617,1.1018,6.9007
1988,4,24,0.02269335,0.23515,6.8322
1988,4,25,0.022882788,0.40414,6.846
1988,4,26,0.022748875,0.25717,6.6763
1988,4,27,0.022670487,0.1172,7.0118
1988,4,28,0.024120667,1.4774,7.1381
1988,4,29,0.023189808,0.060842,7.1147
1988,4,30,0.021569788,0,7.1145
1988,5,1,0.021556723,0,6.8848
1988,5,2,0.02322247,0.29476,7.1338
1988,5,3,0.022938313,8.754,6.7163
1988,5,4,0.02405861,0.42137,6.9237
1988,5,5,0.024950274,0.65779,7.1014
1988,5,6,0.031881087,0.12294,7.6107
1988,5,7,0.024306839,0,7.8437
1988,5,8,0.023581749,0,8.1585
1988,5,9,0.023581749,0,8.3585
1988,5,10,0.02532915,0,8.2641
1988,5,11,0.023075492,0,8.2054
1988,5,12,0.023790784,0,8.1753
1988,5,13,0.023003637,0,8.0648
1988,5,14,0.02219036,0,8.0611
1988,5,15,0.02219036,0,8.0976
1988,5,16,0.021063532,0,7.752
1988,5,17,0.020903489,0,7.8081
1988,5,18,0.020903489,0,7.8558
1988,5,19,0.020903489,0,7.8711
1988,5,20,0.021066798,1.6595,7.4585
1988,5,21,0.021066798,0.025605,7.4622
1988,5,22,0.021066798,0,7.4403
1988,5,23,0.021706967,0,7.5389
1988,5,24,0.02168737,0,7.797
1988,5,25,0.02168737,0,7.8154
1988,5,26,0.02168737,0,8.0161
1988,5,27,0.02168737,0,8.1872
1988,5,28,0.01942718,0,8.2744
1988,5,29,0.019270404,0,8.4128
1988,5,30,0.018973183,0,8.2032
1988,5,31,0.018512653,0,8.0514
1988,6,1,0.019227944,0.45795,7.9085
1988,6,2,0.026988364,1.7629,7.9353
1988,6,3,0.043080785,0.33266,7.6238
1988,6,4,0.048502627,0.55197,7.7563
1988,6,5,0.045073149,0.13607,7.4997
1988,6,6,0.033478244,0.53452,7.4504
1988,6,7,0.034196802,0.047491,7.5159
1988,6,8,0.041121083,0,7.6904
1988,6,9,0.034196802,0,7.7673
1988,6,10,0.033282274,0,7.4818
1988,6,11,0.041349715,0,7.5376
1988,6,12,0.065323404,0,7.4614
1988,6,13,0.045007825,0,7.3081
1988,6,14,0.035013344,0.356,7.3026
1988,6,15,0.029179964,2.2424,7.0877
1988,6,16,0.027207198,3.5336,7.1451
1988,6,17,0.030904502,0.3384,6.2411
1988,6,18,0.029310611,0.6619,6.7061
1988,6,19,0.028742298,3.4612,6.874
1988,6,20,0.029885457,3.4991,6.5842
1988,6,21,0.031815764,8.119,6.2824
1988,6,22,0.030816316,10.012,6.4409
1988,6,23,0.031394428,32.031,6.1031
1988,6,24,0.078192114,13.443,5.7477
1988,6,25,0.111964314,14.231,5.1467
1988,6,26,0.084920425,21.898,5.5749
1988,6,27,0.085279704,23.61,4.5179
1988,6,28,4.566105924,75.717,4.8919
1988,6,29,5.526359959,17.406,3.916
1988,6,30,5.271598684,19.804,4.5937
1988,7,1,4.027187843,6.8748,5.1639
1988,7,2,2.667481193,8.5092,4.9508
1988,7,3,2.220995728,20.743,5.1392
1988,7,4,3.658110611,13.356,4.4044
1988,7,5,2.555778173,10.261,4.3913
1988,7,6,1.849305561,8.5869,4.6075
1988,7,7,1.831341625,17.907,4.8797
1988,7,8,1.55796318,16.893,4.8522
1988,7,9,2.889907383,23.577,4.3306
1988,7,10,5.042966771,13.37,4.7199
1988,7,11,4.572638264,10.253,4.5938
1988,7,12,3.98472763,18.262,5.0799
1988,7,13,4.115374438,35.699,4.0946
1988,7,14,4.252553586,15.579,4.2063
1988,7,15,4.268884437,5.7283,4.2282
1988,7,16,3.357622954,4.4309,4.4259
1988,7,17,2.847773787,4.4839,4.923
1988,7,18,2.72039315,1.7657,5.2206
1988,7,19,2.432643556,14.554,5.0597
1988,7,20,1.036355801,6.6333,4.3317
1988,7,21,0.491231996,7.579,4.6071
1988,7,22,3.002916871,14.697,4.503
1988,7,23,2.564923449,5.5516,4.9201
1988,7,24,2.116151665,13.869,4.3826
1988,7,25,2.175269346,6.7255,4.6232
1988,7,26,2.616528938,19.516,4.0944
1988,7,27,2.913097191,32.095,4.03
1988,7,28,5.470835066,13.112,4.0974
1988,7,29,6.156730806,1.0054,4.248
1988,7,30,5.944429743,3.9393,4.8908
1988,7,31,4.654292519,3.5916,4.663
1988,8,1,5.225872302,58.577,4.1298
1988,8,2,12.21547651,49.063,3.5868
1988,8,3,22.876256,18.984,3.3499
1988,8,4,28.35035724,81.048,3.7696
1988,8,5,36.58110611,13.096,3.436
1988,8,6,25.67536385,0.44317,4.4835
1988,8,7,15.22361925,0.97325,4.5351
1988,8,8,8.576962915,0.25374,4.4359
1988,8,9,6.496412505,11.013,4.379
1988,8,10,4.788205497,15.772,3.7569
1988,8,11,4.732680603,21.493,3.2489
1988,8,12,7.316221223,7.4656,3.3403
1988,8,13,8.763134616,4.391,4.2781
1988,8,14,7.228034627,2.8862,4.3613
1988,8,15,5.813782936,0.93923,4.5308
1988,8,16,4.49751635,4.8427,4.5662
1988,8,17,3.756095717,3.953,4.4698
1988,8,18,3.147934828,17.245,4.3932
1988,8,19,3.684239973,14.934,4.4394
1988,8,20,4.892722943,9.268,4.3856
1988,8,21,4.360337202,3.3242,4.5601
1988,8,22,4.631429327,13.703,4.6682
1988,8,23,4.259085926,23.84,4.3055
1988,8,24,6.58133293,15.153,4.0343
1988,8,25,6.081608891,11.295,3.6283
1988,8,26,6.519275697,5.0686,3.9149
1988,8,27,5.797452085,8.3122,4.1952
1988,8,28,5.163815068,2.7341,4.3518
1988,8,29,4.471386988,4.2499,4.4161
1988,8,30,4.242755075,3.8234,4.6282
1988,8,31,3.726700185,2.1123,4.7005
1988,9,1,3.266170189,0.90002,4.7582
1988,9,2,2.743582958,2.108,4.7917
1988,9,3,2.441135599,2.5042,4.7583
1988,9,4,2.340537557,3.2454,4.6445
1988,9,5,2.154692473,2.027,4.6829
1988,9,6,1.753606774,4.5373,4.9323
1988,9,7,1.696448796,5.1287,4.6624
1988,9,8,1.61936718,1.4166,4.3619
1988,9,9,1.702001285,2.3488,4.6659
1988,9,10,1.68175103,9.0933,4.4293
1988,9,11,1.772877178,2.2159,4.3403
1988,9,12,1.908749858,1.6345,4.6046
1988,9,13,2.042336219,1.8481,4.6848
1988,9,14,1.887193135,4.3629,4.9914
1988,9,15,1.728457264,5.8425,5.0894
1988,9,16,1.579519903,10.53,5.077
1988,9,17,1.635371413,3.7944,4.3632
1988,9,18,1.758179413,4.614,4.3124
1988,9,19,1.694489094,5.0201,4.2401
1988,9,20,1.695142328,3.6811,4.0169
1988,9,21,1.45932484,5.7536,3.9891
1988,9,22,1.265640948,5.7271,4.0824
1988,9,23,0.799558462,6.3072,4.0814
1988,9,24,0.633963634,3.8702,3.5713
1988,9,25,0.592156655,5.273,3.9527
1988,9,26,0.575825804,0.19037,4.4041
1988,9,27,0.577458889,4.2463,4.4187
1988,9,28,0.373976487,0.79348,4.4633
1988,9,29,0.438973273,13.149,4.648
1988,9,30,0.476860848,3.8408,4.2096
1988,10,1,0.305256266,0.12883,4.4496
1988,10,2,0.456937209,6.2715,4.0403
1988,10,3,0.487312592,10.538,3.4584
1988,10,4,0.562434506,0.29689,3.6541
1988,10,5,0.557861868,4.7032,4.0896
1988,10,6,0.502663592,3.302,4.0568
1988,10,7,0.332496125,0.022424,4.4376
1988,10,8,0.41415038,0,4.5512
1988,10,9,0.476860848,0,4.3895
1988,10,10,0.489598911,0,4.4094
1988,10,11,0.453017805,0,4.5281
1988,10,12,0.478493933,0,4.6435
1988,10,13,0.505929762,0,4.685
1988,10,14,0.568313613,0,4.639
1988,10,15,0.570273315,0,4.8827
1988,10,16,0.5412044,0,4.888
1988,10,17,0.468695422,0,4.9486
1988,10,18,0.51605489,0,4.8975
1988,10,19,0.50070389,0,4.8163
1988,10,20,0.482739954,0,4.704
1988,10,21,0.517034741,0,4.6484
1988,10,22,0.450078252,0,4.7709
1988,10,23,0.449425018,0,4.7268
1988,10,24,0.378222508,0,4.7508
1988,10,25,0.437340188,0,4.7712
1988,10,26,0.452037954,0,4.7003
1988,10,27,0.460529997,0,4.6376
1988,10,28,0.480453635,0,4.4828
1988,10,29,0.474574528,0,4.4301
1988,10,30,0.437666805,0,4.2337
1988,10,31,0.440606358,0,4.0754
1988,11,1,0.397166295,0,4.1422
1988,11,2,0.418723018,0,4.3582
1988,11,3,0.42623521,0,4.2734
1988,11,4,0.437993422,0,3.7784
1988,11,5,0.460856614,0,3.9557
1988,11,6,0.424602125,0,4.2386
1988,11,7,0.480780252,0,4.2715
1988,11,8,0.470328507,0,4.1496
1988,11,9,0.440932975,0,4.1255
1988,11,10,0.407291423,0,4.1815
1988,11,11,0.435380486,0,4.1325
1988,11,12,0.313356368,0,4.0528
1988,11,13,0.130646808,0,3.9467
1988,11,14,0.375609572,0,3.8613
1988,11,15,0.447138699,0,3.8904
1988,11,16,0.403372018,0,3.9179
1988,11,17,0.392920274,0,3.9459
1988,11,18,0.409251125,0,3.9496
1988,11,19,0.437340188,0,3.8709
1988,11,20,0.414803614,0,3.6929
1988,11,21,0.411210827,0,3.7058
1988,11,22,0.390633955,0,3.6516
1988,11,23,0.391940423,0,3.661
1988,11,24,0.392920274,0,3.6586
1988,11,25,0.378549125,0,3.8023
1988,11,26,0.42068272,0,3.7431
1988,11,27,0.424602125,0,3.4945
1988,11,28,0.379855593,0,3.1882
1988,11,29,0.383121763,0,3.4155
1988,11,30,0.378549125,0,3.1823
1988,12,1,0.625471591,0,3.2758
1988,12,2,0.671524591,0,3.5165
1988,12,3,0.662379314,0,3.5942
1988,12,4,0.615673081,0,3.5419
1988,12,5,0.529772805,0,3.4674
1988,12,6,0.551982762,0,3.5117
1988,12,7,0.452691188,0,3.46
1988,12,8,0.429174763,0,3.3271
1988,12,9,0.37364987,0,3.4753
1988,12,10,0.354706082,0,3.5225
1988,12,11,0.354706082,0,3.522
1988,12,12,0.409904359,0,3.5195
1988,12,13,0.498417571,0,3.4241
1988,12,14,0.406638188,0,2.9047
1988,12,15,0.347193891,0,3.5443
1988,12,16,0.327270253,0,3.5431
1988,12,17,0.283895513,0,3.6148
1988,12,18,0.225365743,0,3.6499
1988,12,19,0.240455449,0,3.5905
1988,12,20,0.15448985,0,3.5637
1988,12,21,0.133945639,0,3.5914
1988,12,22,0.102133142,0,3.5907
1988,12,23,0.153379352,0,3.6468
1988,12,24,0.203645711,0,3.5627
1988,12,25,0.182905531,0,3.4564
1988,12,26,0.107979586,0.15083,3.3499
1988,12,27,0.09308585,0.0053092,2.9124
1988,12,28,0.08616157,0,2.876
1988,12,29,0.08309137,0,3.0718
1988,12,30,0.084038559,0,3.1285
1988,12,31,0.117582127,0,3.2993
1989,1,1,0.065323404,0,3.4325
1989,1,2,0.087859978,0,3.5333
1989,1,3,0.089133784,0.13248,3.4714
1989,1,4,0.080086493,0,3.3742
1989,1,5,0.112127623,0,3.2269
1989,1,6,0.120619665,0,3.4031
1989,1,7,0.112029637,0,3.5304
1989,1,8,0.084920425,0,3.3863
1989,1,9,0.112944165,0,3.1444
1989,1,10,0.117549465,0,3.0434
1989,1,11,0.147402261,0,3.0636
1989,1,12,0.089362416,0,3.1356
1989,1,13,0.081654255,0,3.1551
1989,1,14,0.048208672,0,3.4304
1989,1,15,0.044093298,0,3.5869
1989,1,16,0.027883295,0,3.5196
1989,1,17,0.030715064,0,3.5761
1989,1,18,0.028948066,0,3.4279
1989,1,19,0.027465225,0,3.4308
1989,1,20,0.029255086,0,3.5304
1989,1,21,0.028281768,0,3.4699
1989,1,22,0.028285034,0,3.3927
1989,1,23,0.052520017,0,3.5115
1989,1,24,0.159127812,0,3.5142
1989,1,25,0.270700185,0,3.6744
1989,1,26,0.369077231,0,3.8263
1989,1,27,0.247347068,0,3.9257
1989,1,28,0.131953276,0,4.0234
1989,1,29,0.228631913,0,3.9313
1989,1,30,0.239246966,0,4.0039
1989,1,31,0.314434204,0,4.0375
1989,2,1,0.210210713,0,4.3565
1989,2,2,0.301434847,0,4.495
1989,2,3,0.213378898,0,4.296
1989,2,4,0.144756663,0,4.3871
1989,2,5,0.130646808,0,4.493
1989,2,6,0.10517068,0,4.5078
1989,2,7,0.136787208,0,4.3191
1989,2,8,0.115426454,0,4.3516
1989,2,9,0.076657014,0,4.284
1989,2,10,0.047326806,0,4.2954
1989,2,11,0.175164707,0,4.1991
1989,2,12,0.195970211,0,4.1471
1989,2,13,0.175719956,0,4.1482
1989,2,14,0.171081994,0,4.4037
1989,2,15,0.166933958,0,4.4622
1989,2,16,0.154816467,0,4.2334
1989,2,17,0.136885193,0,4.4519
1989,2,18,0.156678184,0,4.3831
1989,2,19,0.199236382,0,4.5766
1989,2,20,0.227456092,0,3.8638
1989,2,21,0.13606865,0,4.2179
1989,2,22,0.107456999,0,4.7034
1989,2,23,0.111180433,0,4.3859
1989,2,24,0.105138018,0,4.5569
1989,2,25,0.103962197,0,4.8204
1989,2,26,0.104517446,0,5.215
1989,2,27,0.075383208,0,5.5795
1989,2,28,0.081033682,0,5.6686
1989,3,1,0.068295619,0,5.6411
1989,3,2,0.276513968,0,5.5704
1989,3,3,0.317961668,0,5.4385
1989,3,4,0.182611575,0,5.2814
1989,3,5,0.163308509,0,5.1725
1989,3,6,0.077702189,0,5.2783
1989,3,7,0.051834121,0.2778,5.3002
1989,3,8,0.038638793,3.733,4.8298
1989,3,9,0.024029214,5.9557,4.6535
1989,3,10,0.025319351,0.60632,4.9165
1989,3,11,0.028670442,1.2685,4.4496
1989,3,12,0.035927872,0.49216,5.0383
1989,3,13,0.040761804,0.015681,5.2961
1989,3,14,0.042754168,0.4849,5.2545
1989,3,15,0.070843231,0.0054211,5.3084
1989,3,16,0.076918308,0.18201,5.4765
1989,3,17,0.063788304,0.0050403,5.5426
1989,3,18,0.051964768,0,5.5551
1989,3,19,0.050952255,0.32666,5.8383
1989,3,20,0.051899444,0,6.0564
1989,3,21,0.048829244,0,6.1922
1989,3,22,0.035927872,0,6.221
1989,3,23,0.029395532,0,6.1324
1989,3,24,0.029395532,0.37117,6.2387
1989,3,25,0.02839935,1.1893,5.2855
1989,3,26,0.017963936,1.3042,5.7388
1989,3,27,0.03008796,4.7713,5.4703
1989,3,28,0.034098817,5.2886,4.6103
1989,3,29,0.047522776,3.8341,4.8879
1989,3,30,0.043636034,0.22155,5.1742
1989,3,31,0.037789589,0,5.555
1989,4,1,0.080968359,0,5.7917
1989,4,2,0.091452765,0,6.5246
1989,4,3,0.074436019,0,6.5263
1989,4,4,0.107881601,0,6.5014
1989,4,5,0.120782974,0,6.6255
1989,4,6,0.087533361,0,6.3821
1989,4,7,0.138714248,0,6.3211
1989,4,8,0.069014176,0,6.661
1989,4,9,0.042460212,0,6.889
1989,4,10,0.025345481,0,7.0842
1989,4,11,0.020096745,0,7.0007
1989,4,12,0.023235535,0,6.6196
1989,4,13,0.023359649,0,6.9732
1989,4,14,0.022863191,0,7.3086
1989,4,15,0.017140861,0,7.3804
1989,4,16,0.019270404,0,7.419
1989,4,17,0.01800313,0,7.3371
1989,4,18,0.016330851,0,7.3991
1989,4,19,0.014949261,0,7.4982
1989,4,20,0.015135433,0,7.3242
1989,4,21,0.016291657,0,7.3909
1989,4,22,0.023023234,0,7.6241
1989,4,23,0.016330851,0,7.6048
1989,4,24,0.01427643,0,7.3223
1989,4,25,0.012822984,0,7.0119
1989,4,26,0.012163218,0,7.0273
1989,4,27,0.011088648,0,7.2512
1989,4,28,0.019783193,0,7.1197
1989,4,29,0.019939969,0,7.0589
1989,4,30,0.019107096,0,7.3861
1989,5,1,0.01912016,0,7.2665
1989,5,2,0.018470192,0,7.4493
1989,5,3,0.018564911,0.028472,7.375
1989,5,4,0.017944339,0.013598,6.9067
1989,5,5,0.016546418,0.023858,6.8939
1989,5,6,0.016454965,0.080018,6.5328
1989,5,7,0.016428836,0,7.1887
1989,5,8,0.017640585,0,7.5548
1989,5,9,0.017091869,0,7.7374
1989,5,10,0.016530087,0.01474,7.6925
1989,5,11,0.016294923,0.41339,7.8682
1989,5,12,0.016262261,0,8.2149
1989,5,13,0.016223067,0,8.0964
1989,5,14,0.016004234,0,8.018
1989,5,15,0.016262261,0.027307,8.3237
1989,5,16,0.015821328,0,8.288
1989,5,17,0.016033629,0,8.6102
1989,5,18,0.017803894,0,7.9753
1989,5,19,0.016922028,0,7.8137
1989,5,20,0.016918762,0,7.8198
1989,5,21,0.016918762,0.10773,8.1877
1989,5,22,0.015824595,0.13837,8.4768
1989,5,23,0.01565802,0.17513,8.1407
1989,5,24,0.015798465,0,7.9499
1989,5,25,0.015027649,0.099485,7.7486
1989,5,26,0.014991721,0.091846,7.571
1989,5,27,0.014655306,0.27406,7.1384
1989,5,28,0.019597021,0.060193,7.1659
1989,5,29,0.019926904,0,7.3622
1989,5,30,0.019933437,0.47258,7.4241
1989,5,31,0.017493608,0,6.9177
1989,6,1,0.017307436,0,6.2989
1989,6,2,0.017503406,0.062365,6.6844
1989,6,3,0.017085336,0.4358,6.8377
1989,6,4,0.133912978,0.1698,6.8189
1989,6,5,0.134827505,0.69016,7.4818
1989,6,6,0.114283295,1.1407,6.62
1989,6,7,0.084561146,6.5627,7.0944
1989,6,8,0.058105168,4.7963,5.8956
1989,6,9,0.036973047,1.332,6.6758
1989,6,10,0.030094492,3.5669,7.1277
1989,6,11,0.039194042,7.916,6.8663
1989,6,12,0.029477186,6.5355,6.9616
1989,6,13,0.029696019,15.161,7.0033
1989,6,14,0.156972139,6.948,5.9112
1989,6,15,0.083156693,7.8554,6.0388
1989,6,16,0.041023098,2.8303,6.1369
1989,6,17,0.128360488,4.741,5.4438
1989,6,18,0.157298756,8.7513,6.0078
1989,6,19,0.247641024,4.6822,5.6794
1989,6,20,0.246203909,1.5294,5.6938
1989,6,21,0.199954939,3.1757,5.9352
1989,6,22,0.228631913,45.616,5.723
1989,6,23,0.341641402,22.715,4.2552
1989,6,24,0.338701849,2.5932,4.6374
1989,6,25,0.492538464,4.2185,5.3467
1989,6,26,0.35274638,6.2791,5.9151
1989,6,27,1.436461649,6.8073,5.3516
1989,6,28,0.84691793,7.8387,4.8407
1989,6,29,0.733908441,7.6758,5.0642
1989,6,30,0.721170378,11.528,4.9955
1989,7,1,0.827320909,6.8286,4.7983
1989,7,2,0.428848146,31.763,5.4288
1989,7,3,0.573212868,12.542,4.7476
1989,7,4,0.593136506,11.217,4.4792
1989,7,5,0.620245719,8.5771,4.7593
1989,7,6,0.834179866,27.79,5.1984
1989,7,7,0.786820398,3.6518,4.3864
1989,7,8,0.659113144,3.1182,4.4392
1989,7,9,0.73848108,10.468,4.3315
1989,7,10,1.109518013,2.9228,4.8583
1989,7,11,0.830260462,4.0522,4.9537
1989,7,12,0.867821419,1.909,5.047
1989,7,13,0.63984274,3.828,4.4072
1989,7,14,0.618612634,7.3152,4.636
1989,7,15,0.618612634,4.0812,4.8299
1989,7,16,0.678710165,4.9134,4.6611
1989,7,17,0.636903187,0.17993,4.9154
1989,7,18,0.622532038,0.0054212,5.0052
1989,7,19,0.5412044,0,5.1179
1989,7,20,0.511155635,3.3843,5.1561
1989,7,21,0.636249953,27.083,5.3993
1989,7,22,1.028843609,4.8332,4.4596
1989,7,23,0.70777908,0.12975,4.7358
1989,7,24,0.694714399,2.7177,4.7374
1989,7,25,0.553615847,2.4637,4.3378
1989,7,26,0.402392167,0.25654,4.3702
1989,7,27,0.277134541,7.4124,4.8908
1989,7,28,0.170722716,5.3686,4.2104
1989,7,29,0.31224587,2.7257,3.8413
1989,7,30,0.42950138,0.12818,3.6262
1989,7,31,0.385081465,0.34149,4.1054
1989,8,1,0.180325256,0.039516,3.7691
1989,8,2,0.296927532,0,4.4727
1989,8,3,0.298756587,0.0034051,4.9398
1989,8,4,0.412517295,10.293,5.0537
1989,8,5,0.390307338,16.869,4.8188
1989,8,6,8.981968019,81.108,3.5119
1989,8,7,7.169243564,14.144,3.6531
1989,8,8,3.390284656,15.577,4.133
1989,8,9,2.580927683,15.232,4.2491
1989,8,10,2.914077042,10.244,4.0224
1989,8,11,1.763078668,15.902,4.1636
1989,8,12,2.031884474,17.193,3.9456
1989,8,13,1.309407629,18.135,4.2223
1989,8,14,1.039295354,41.549,4.0151
1989,8,15,2.580274449,10.909,4.1379
1989,8,16,1.741848562,4.4016,4.317
1989,8,17,1.272499905,4.5377,4.2787
1989,8,18,1.441034287,7.4429,4.5252
1989,8,19,1.326065097,5.4064,4.2664
1989,8,20,0.665972101,1.6942,4.291
1989,8,21,0.88741844,2.0529,4.3654
1989,8,22,0.758078101,16.109,4.2977
1989,8,23,0.655520357,8.6602,4.021
1989,8,24,0.561128038,3.7351,4.3882
1989,8,25,1.64451669,20.29,4.6643
1989,8,26,3.147934828,8.0312,3.9385
1989,8,27,2.156325559,7.6752,4.3196
1989,8,28,1.707880392,7.3574,4.0775
1989,8,29,1.171901864,0.1565,4.0993
1989,8,30,0.749586058,7.5871,4.2947
1989,8,31,1.019698333,14.622,4.1022
1989,9,1,2.642005066,11.541,3.8667
1989,9,2,1.820563263,11.267,3.6536
1989,9,3,1.274459608,1.4068,3.7244
1989,9,4,0.897216951,7.1169,4.1162
1989,9,5,0.699613654,2.8824,4.3427
1989,9,6,0.603261634,0,4.4465
1989,9,7,0.519974294,0.16293,4.4808
1989,9,8,0.414476997,0.15809,4.6497
1989,9,9,0.408271274,0.36328,4.5728
1989,9,10,0.395206593,5.4993,4.6285
1989,9,11,0.398146146,3.7659,4.592
1989,9,12,0.322403659,18.167,4.4808
1989,9,13,0.426888444,3.0506,4.0213
1989,9,14,0.480127018,16.741,4.2861
1989,9,15,0.519974294,8.4712,4.2832
1989,9,16,0.624165123,1.3395,4.4846
1989,9,17,0.508216081,0,4.7587
1989,9,18,0.421989188,0.32236,4.7661
1989,9,19,0.514095188,1.3754,4.7298
1989,9,20,0.535325294,2.9317,4.7431
1989,9,21,0.6333104,16.461,4.4585
1989,9,22,0.603914868,4.2662,4.6854
1989,9,23,0.511808869,2.0401,4.6806
1989,9,24,0.5258534,0,4.636
1989,9,25,0.427215061,5.5217,4.6225
1989,9,26,0.378875742,6.8614,4.4395
1989,9,27,0.734888292,3.029,4.3489
1989,9,28,0.729009186,0.00022401,4.3125
1989,9,29,0.574192719,0,4.495
1989,9,30,0.611427059,0.31035,4.4205
1989,10,1,0.636903187,0.94104,4.3314
1989,10,2,0.635270102,0.67807,4.4595
1989,10,3,0.579091974,0,4.7251
1989,10,4,0.552635996,0,5.0483
1989,10,5,0.528466337,0,5.1623
1989,10,6,0.589217102,0,5.0743
1989,10,7,0.597709145,0,5.0114
1989,10,8,0.521933996,0,5.0167
1989,10,9,0.484699656,0,5.0565
1989,10,10,0.54675689,0,5.0356
1989,10,11,0.436686954,0,5.1089
1989,10,12,0.340334934,0,5.0427
1989,10,13,0.441259592,0,5.0079
1989,10,14,0.608814123,0,4.9839
1989,10,15,0.642782293,0,4.9035
1989,10,16,0.649967868,0,4.8396
1989,10,17,0.700593505,0,4.8484
1989,10,18,0.622205421,0,4.8575
1989,10,19,0.573866102,0,4.8916
1989,10,20,0.563414358,0,5.0141
1989,10,21,0.430154614,0,4.9769
1989,10,22,0.384101614,0,4.7866
1989,10,23,0.472288209,0,4.4655
1989,10,24,0.507562847,0.19742,4.3603
1989,10,25,0.532385741,0,4.2827
1989,10,26,0.528792954,0.24099,4.3104
1989,10,27,0.437340188,0,4.572
1989,10,28,0.59934223,0,4.6782
1989,10,29,0.588563868,8.96E-05,4.6347
1989,10,30,0.606201187,0.36429,4.5846
1989,10,31,0.393246891,0.12513,4.4677
1989,11,1,0.226802858,0,4.3774
1989,11,2,0.437340188,0,4.3857
1989,11,3,0.488945677,0,4.4885
1989,11,4,0.475880996,0,4.5289
1989,11,5,0.489925528,0,4.4038
1989,11,6,0.507889464,0,4.3762
1989,11,7,0.499070805,0,4.3214
1989,11,8,0.512462103,0,4.223
1989,11,9,0.506582996,0,4.1298
1989,11,10,0.63102408,0,3.9547
1989,11,11,0.68360942,0,3.9509
1989,11,12,0.653234038,0,3.9731
1989,11,13,0.587910634,0,3.9342
1989,11,14,0.555248932,0,4.0099
1989,11,15,0.179606699,0,4.1871
1989,11,16,0.130548822,0,4.2547
1989,11,17,0.366464295,0,4.1208
1989,11,18,0.499070805,0,4.1047
1989,11,19,0.424602125,0,4.0773
1989,11,20,0.404351869,0,4.0944
1989,11,21,0.418069784,0,4.0898
1989,11,22,0.460856614,0,4.095
