Year,Month,Day,Observed Q (mm/day),Rainfall (mm/day),PET (mm/day)
1983,11,21,0.258027445,0,3.6576
1983,11,22,0.258027445,0,3.5426
1983,11,23,0.238430424,0,3.4309
1983,11,24,2.465958492,0,3.4003
1983,11,25,0.226672211,0,3.3762
1983,11,26,0.222099573,0.52325,3.3241
1983,11,27,0.218506786,0,3.2659
1983,11,28,0.209688126,0,3.3682
1983,11,29,0.210667977,0,3.4289
1983,11,30,0.203155786,0,3.3627
1983,12,1,0.205115488,0,3.2331
1983,12,2,0.203155786,0,3.3378
1983,12,3,0.19825653,0,3.3056
1983,12,4,0.191070956,0,3.2957
1983,12,5,0.189437871,0,3.249
1983,12,6,0.181272445,0,3.1668
1983,12,7,0.178006275,0,3.0985
1983,12,8,0.145344573,0,3.0392
1983,12,9,0.171147318,0,3.0159
1983,12,10,0.168207765,0,2.9054
1983,12,11,0.16657468,0,3.146
1983,12,12,0.140771935,0,3.1062
1983,12,13,0.163308509,0,3.1882
1983,12,14,0.161675424,0,3.1872
1983,12,15,0.131953276,0,3.2143
1983,12,16,0.151876914,0,3.2287
1983,12,17,0.148284127,0,3.2993
1983,12,18,0.145344573,0,3.2956
1983,12,19,0.142078403,0,3.3901
1983,12,20,0.109743318,0,3.4326
1983,12,21,0.119541829,0,3.5141
1983,12,22,0.125420935,0,3.4092
1983,12,23,0.111376403,0,3.389
1983,12,24,0.106150531,0.86122,3.3942
1983,12,25,0.111376403,1.4853,2.9242
1983,12,26,0.151876914,4.4477,2.2451
1983,12,27,0.142078403,0,2.8139
1983,12,28,0.125747552,0,2.5547
1983,12,29,0.129340339,0,2.9825
1983,12,30,0.127707254,0,3.0995
1983,12,31,0.12052168,0,3.1399
1984,1,1,0.124114467,10.689,2.9995
1984,1,2,0.12052168,22.398,2.2377
1984,1,3,0.150243829,8.7825,1.8939
1984,1,4,0.157102786,0,2.5241
1984,1,5,0.209034892,3.5967,2.7565
1984,1,6,0.238430424,4.2957,2.7193
1984,1,7,0.261293615,0.35782,2.6849
1984,1,8,0.334782444,0.54895,2.5663
1984,1,9,0.34948021,3.9136,2.0429
1984,1,10,0.326290402,2.7803,2.4468
1984,1,11,0.286116509,0.30564,2.8634
1984,1,12,0.300487657,0,3.1256
1984,1,13,0.295915019,0,3.4023
1984,1,14,0.280890636,0.22724,3.2749
1984,1,15,0.261293615,0.47357,3.2083
1984,1,16,0.23451102,6.7112,3.1396
1984,1,17,0.221446339,0.02845,3.1775
1984,1,18,0.205768722,0,2.8633
1984,1,19,0.160368956,0,3.2575
1984,1,20,0.156449552,0.015323,3.4955
1984,1,21,0.14567119,0,3.3695
1984,1,22,0.158409254,0.0043907,3.2695
1984,1,23,0.138158999,0.017854,3.4056
1984,1,24,0.134566212,0,3.2467
1984,1,25,0.122154765,0.26595,3.2072
1984,1,26,0.134566212,1.2356,3.1362
1984,1,27,0.129666956,1.0156,3.1767
1984,1,28,0.129666956,8.1,3.0114
1984,1,29,0.117582127,1.6491,2.9566
1984,1,30,0.129666956,0.01483,3.0308
1984,1,31,0.114315957,0.066532,3.2826
1984,2,1,0.129013722,0.056519,3.4921
1984,2,2,0.285463274,2.3652,3.6224
1984,2,3,0.345887423,0.93367,3.345
1984,2,4,0.370383699,0.040166,3.6178
1984,2,5,0.329883189,0,3.6804
1984,2,6,0.295915019,0.010641,3.3843
1984,2,7,0.255414509,1.4191,3.4595
1984,2,8,0.229611764,7.5458,2.616
1984,2,9,0.208055041,0,3.2745
1984,2,10,0.183558765,0.62184,3.6136
1984,2,11,0.136525914,2.4983,3.8578
1984,2,12,0.125420935,2.9159,3.4044
1984,2,13,0.134239595,0,3.2935
1984,2,14,0.126074169,0,3.199
1984,2,15,0.135219446,0.44375,3.3268
1984,2,16,0.141751786,0.50798,3.7757
1984,2,17,0.142078403,1.6425,3.9264
1984,2,18,0.145344573,5.2886,3.0066
1984,2,19,0.132279893,1.1745,3.3263
1984,2,20,0.142731637,0.30934,3.9259
1984,2,21,0.138812233,0,4.1389
1984,2,22,0.137179148,0,3.9959
1984,2,23,0.125094318,0,3.7003
1984,2,24,0.117582127,0,3.7539
1984,2,25,0.120848297,0,3.7953
1984,2,26,0.119215212,0,3.8941
1984,2,27,0.117582127,0,4.2096
1984,2,28,0.118561978,0,4.3308
1984,2,29,0.103210978,0,4.4855
1984,3,1,0.100924659,0,4.5543
1984,3,2,0.09537217,0,4.6778
1984,3,3,0.090472914,0,4.8789
1984,3,4,0.076754999,0,4.8732
1984,3,5,0.081980872,0,4.9264
1984,3,6,0.075121914,0,5.0675
1984,3,7,0.068589574,0,5.357
1984,3,8,0.065650021,0,5.4414
1984,3,9,0.064343553,0,5.2391
1984,3,10,0.062057234,0,5.5358
1984,3,11,0.062383851,0,5.7524
1984,3,12,0.058137829,0,5.7943
1984,3,13,0.056178127,0,5.835
1984,3,14,0.054545042,0,5.8962
1984,3,15,0.061404,0,5.86
1984,3,16,0.058464446,0,5.879
1984,3,17,0.054545042,0,6.0186
1984,3,18,0.050625638,0,6.1793
1984,3,19,0.054871659,0.073454,6.0829
1984,3,20,0.047032851,0,5.8981
1984,3,21,0.045726383,0,5.6831
1984,3,22,0.045726383,0,5.9307
1984,3,23,0.044746532,0,6.0039
1984,3,24,0.043766681,0,6.255
1984,3,25,0.042133595,0,6.492
1984,3,26,0.035927872,0,6.43
1984,3,27,0.034294787,0.023902,6.5031
1984,3,28,0.033314936,0,6.4387
1984,3,29,0.031028617,0,6.563
1984,3,30,0.030048766,0,6.6172
1984,3,31,0.042133595,0,6.7958
1984,4,1,0.039847276,0,6.6332
1984,4,2,0.031681851,0,6.9835
1984,4,3,0.031681851,0,6.8189
1984,4,4,0.031355234,0,6.654
1984,4,5,0.030702,0.46263,6.8487
1984,4,6,0.027109213,0.07388,6.8155
1984,4,7,0.026782596,0.72525,6.2997
1984,4,8,0.032988319,4.5767,6.5596
1984,4,9,0.024822893,0.25038,6.6492
1984,4,10,0.023843042,1.8938,6.5057
1984,4,11,0.024169659,0.15363,6.0836
1984,4,12,0.032335085,0,6.4137
1984,4,13,0.032335085,0,6.6099
1984,4,14,0.024496276,0.67845,6.9956
1984,4,15,0.032335085,0,7.0778
1984,4,16,0.024169659,0,7.395
1984,4,17,0.023516425,0,7.4023
1984,4,18,0.020250255,0,7.4204
1984,4,19,0.035927872,0,7.2815
1984,4,20,0.035927872,0,7.0695
1984,4,21,0.022209957,0.099395,6.9353
1984,4,22,0.030702,0.025851,6.8921
1984,4,23,0.023516425,1.8309,6.631
1984,4,24,0.023189808,3.5899,6.2902
1984,4,25,0.019923638,0.2567,6.0539
1984,4,26,0.020903489,0.0075269,6.606
1984,4,27,0.020250255,0.002509,6.742
1984,4,28,0.025802744,0.012814,6.9775
1984,4,29,0.02514951,0.35287,6.9752
1984,4,30,0.021556723,0,7.0034
1984,5,1,0.019597021,0,7.427
1984,5,2,0.017310702,0,7.6364
1984,5,3,0.017637319,0,7.7315
1984,5,4,0.017963936,0,7.8104
1984,5,5,0.017637319,0,7.7176
1984,5,6,0.023516425,0,7.7736
1984,5,7,0.016657468,0,7.8274
1984,5,8,0.028742298,0,7.7982
1984,5,9,0.027762447,0,7.7857
1984,5,10,0.021230106,0,7.4106
1984,5,11,0.022863191,0,7.5204
1984,5,12,0.022209957,0,7.6803
1984,5,13,0.022209957,0.5,7.6892
1984,5,14,0.019597021,0,7.6571
1984,5,15,0.020250255,0,7.7032
1984,5,16,0.013064681,0.04953,7.7256
1984,5,17,0.011758213,0,7.9294
1984,5,18,0.011431596,0,8.0976
1984,5,19,0.019597021,0,8.2296
1984,5,20,0.02514951,0,8.0666
1984,5,21,0.013391298,0,8.1209
1984,5,22,0.016004234,0,7.9855
1984,5,23,0.016004234,0,8.2669
1984,5,24,0.014697766,0,8.1033
1984,5,25,0.011431596,0,7.9548
1984,5,26,0.010125128,0,7.8924
1984,5,27,0.010451745,0,7.7409
1984,5,28,0.010125128,0.40363,7.6591
1984,5,29,0.012738064,2.3722,7.3388
1984,5,30,0.012411447,1.5037,7.4016
1984,5,31,0.009471894,0,7.5514
1984,6,1,0.011104979,0,7.1687
1984,6,2,0.013064681,0.28642,7.0484
1984,6,3,0.013064681,0.29364,7.2037
1984,6,4,0.009798511,1.436,7.5791
1984,6,5,0.010125128,8.7154,7.2828
1984,6,6,0.019270404,0.38371,6.5976
1984,6,7,0.018290553,0.4772,7.2113
1984,6,8,0.01861717,2.542,6.6651
1984,6,9,0.032661702,3.5343,6.6047
1984,6,10,0.032661702,9.6927,6.3524
1984,6,11,0.018290553,11.116,6.3257
1984,6,12,0.142731637,6.9174,5.1605
1984,6,13,0.151550297,2.8883,5.5846
1984,6,14,0.097985106,1.2753,5.6397
1984,6,15,0.056504744,12.565,5.5824
1984,6,16,0.115622425,4.2822,5.0058
1984,6,17,0.088186595,0.68797,5.1549
1984,6,18,0.024496276,2.7605,5.2572
1984,6,19,0.048992553,3.7193,5.0881
1984,6,20,0.043440064,1.2394,4.8012
1984,6,21,0.118888595,0.2616,5.2825
1984,6,22,0.129666956,0.00067206,5.6518
1984,6,23,0.102231127,3.1829,5.9195
1984,6,24,0.097985106,0.60269,5.5486
1984,6,25,0.070549276,0,5.4972
1984,6,26,0.06467017,4.3796,5.6924
1984,6,27,0.068589574,8.7078,5.4423
1984,6,28,0.052911957,10.879,4.9476
1984,6,29,0.058791063,3.6243,5.0131
1984,6,30,0.052258723,3.4651,5.2171
1984,7,1,0.081654255,15.004,5.4265
1984,7,2,0.067283106,5.9106,4.821
1984,7,3,0.081654255,7.8048,4.8596
1984,7,4,0.065323404,10.571,4.2368
1984,7,5,0.047359468,19.257,4.6819
1984,7,6,0.165268212,10.886,4.4082
1984,7,7,0.215893849,6.2989,4.2417
1984,7,8,0.34294787,1.983,4.1091
1984,7,9,0.452037954,3.6578,3.9664
1984,7,10,0.419049635,4.9041,4.041
1984,7,11,0.425581976,5.5043,4.5714
1984,7,12,0.382468529,4.4233,4.8093
1984,7,13,0.384754848,12.3,5.0071
1984,7,14,0.34294787,19.481,4.834
1984,7,15,0.424602125,15.045,4.91
1984,7,16,0.823074888,5.9266,4.8529
1984,7,17,1.161450119,11.228,4.9139
1984,7,18,1.093513779,26.746,4.2501
1984,7,19,1.119316524,20.902,3.8703
1984,7,20,1.077836162,9.4087,4.4108
1984,7,21,1.025904056,5.9922,4.0273
1984,7,22,1.371791479,0.0096102,4.5202
1984,7,23,1.460957925,1.0026,4.7701
1984,7,24,1.413598458,3.9847,4.777
1984,7,25,1.110497864,1.5282,4.4508
1984,7,26,1.003694099,7.5792,4.6342
1984,7,27,0.900156504,2.1163,4.696
1984,7,28,0.727702718,3.3255,4.5141
1984,7,29,0.587910634,2.4605,4.277
1984,7,30,0.665645484,3.5405,4.5295
1984,7,31,0.52258723,1.8173,4.2254
1984,8,1,0.583664613,12.085,4.7585
1984,8,2,0.617632783,15.287,4.5926
1984,8,3,4.964578687,40.019,3.4057
1984,8,4,2.422845046,5.0237,3.14
1984,8,5,1.273806374,0.3789,4.0774
1984,8,6,0.951761993,0.66617,4.4503
1984,8,7,0.914527653,12.275,4.2435
1984,8,8,0.927592334,22.83,3.2037
1984,8,9,2.220995728,65.598,3.1743
1984,8,10,11.59490417,44.912,2.7936
1984,8,11,17.50667221,2.283,3.527
1984,8,12,12.28079991,0.39093,3.7138
1984,8,13,7.44686803,0.47652,3.9764
1984,8,14,4.737253242,1.9884,4.2292
1984,8,15,3.494802102,34.112,4.1971
1984,8,16,5.072035686,33.751,3.8256
1984,8,17,7.120251011,51.156,3.7561
1984,8,18,20.05428496,98.092,3.0003
1984,8,19,39.91259971,24.636,2.5513
1984,8,20,31.28991041,1.5282,3.1288
1984,8,21,17.89861263,2.7088,3.7283
1984,8,22,12.28079991,7.6365,3.7617
1984,8,23,9.219091974,40.973,3.4004
1984,8,24,21.36075303,69.3,2.8001
1984,8,25,23.58174876,1.3395,2.9151
1984,8,26,16.72279137,0.58183,3.4359
1984,8,27,10.84368503,1.6266,3.4034
1984,8,28,7.316221223,10.903,3.0029
1984,8,29,5.633816958,9.7651,3.2982
1984,8,30,5.258534004,16.708,3.3819
1984,8,31,5.650474426,17.994,3.0822
1984,9,1,7.231627415,17.806,2.9576
1984,9,2,7.381871243,5.5363,2.8912
1984,9,3,7.185574415,5.9464,3.3855
1984,9,4,6.331470911,25.788,3.2685
1984,9,5,6.249490039,5.5464,3.1439
1984,9,6,5.748459532,3.3986,2.9796
1984,9,7,5.258534004,8.7916,3.1103
1984,9,8,4.748684837,2.1053,3.4255
1984,9,9,4.180697841,2.424,3.7806
1984,9,10,3.777979057,4.5618,4.0292
1984,9,11,3.200846785,2.0193,3.9824
1984,9,12,3.024800212,4.7383,4.0673
1984,9,13,2.612936151,4.0558,3.816
1984,9,14,2.481636109,0.23273,3.8102
1984,9,15,2.143260878,0.51743,4.1225
1984,9,16,1.763731902,0.091801,4.4271
1984,9,17,1.608588818,0,4.1626
1984,9,18,1.555676861,0,4.0482
1984,9,19,1.371791479,0,4.3275
1984,9,20,1.30156882,0.045251,4.4867
1984,9,21,1.240491438,0,4.483
1984,9,22,1.012512758,0,4.6441
1984,9,23,0.979851057,0.018728,4.7253
1984,9,24,0.957314482,0.02509,4.7454
1984,9,25,0.87761993,0.027733,4.652
1984,9,26,0.885132121,0.051434,4.798
1984,9,27,0.806744037,0,4.7754
1984,9,28,0.720517144,0,4.7838
1984,9,29,0.816542547,0,4.9488
1984,9,30,0.783880845,0,5.0365
1984,10,1,0.648988016,0,5.1411
1984,10,2,0.751219143,0,5.1089
1984,10,3,0.680996484,0,5.03
1984,10,4,0.68589574,0,4.5885
1984,10,5,0.669564889,1.1478,4.5797
1984,10,6,0.653234038,3.1444,4.5833
1984,10,7,0.653234038,0.49951,4.5637
1984,10,8,0.55982157,0.0016577,4.5393
1984,10,9,0.547410124,0.00017921,4.6757
1984,10,10,0.501357124,0.86384,4.3921
1984,10,11,0.546430273,2.786,4.0365
1984,10,12,0.483719805,0.27379,3.7363
1984,10,13,0.489925528,0,4.2851
1984,10,14,0.457263826,0,4.656
1984,10,15,0.46673572,0,4.6235
1984,10,16,0.456937209,0,4.2727
1984,10,17,0.455957358,0.041555,3.6547
1984,10,18,0.385734699,0.7106,3.7482
1984,10,19,0.391940423,0.007258,4.0346
1984,10,20,0.320737913,1.3967,3.8208
1984,10,21,0.359278721,3.8285,4.1803
1984,10,22,0.284156806,0.43078,4.5077
1984,10,23,0.34294787,0,4.7628
1984,10,24,0.326617019,0,4.6883
1984,10,25,0.326617019,0,4.5958
1984,10,26,0.34294787,0,4.5327
1984,10,27,0.35829887,0,4.4157
1984,10,28,0.326617019,0,4.2774
1984,10,29,0.316818508,0.026008,4.3121
1984,10,30,0.310286168,0,4.4676
1984,10,31,0.293955317,0,4.239
1984,11,1,0.277624466,0,4.1562
1984,11,2,0.272725211,0,4.1548
1984,11,3,0.277624466,0,4.1284
1984,11,4,0.261293615,0,3.9451
1984,11,5,0.241369977,0,4.0345
1984,11,6,0.230591615,0,4.0838
1984,11,7,0.220793105,0,4.0433
1984,11,8,0.228631913,0,4.0478
1984,11,9,0.228631913,0,4.0431
1984,11,10,0.171473935,0,4.0726
1984,11,11,0.212301062,0,4.1918
1984,11,12,0.160042339,0,4.0328
1984,11,13,0.140445318,0,3.9335
1984,11,14,0.132279893,0,3.9337
1984,11,15,0.128033871,0,3.9588
1984,11,16,0.17963936,0,4.0139
1984,11,17,0.17963936,0,4.0558
1984,11,18,0.17963936,0,3.9546
1984,11,19,0.12052168,0,3.808
1984,11,20,0.120195063,0,3.8059
1984,11,21,0.11725551,0,3.7226
1984,11,22,0.119541829,0,3.6895
1984,11,23,0.131300042,0,3.7083
1984,11,24,0.14567119,0,3.6326
1984,11,25,0.146977658,0,3.4659
1984,11,26,0.129340339,0,3.4037
1984,11,27,0.121174914,0,3.4037
1984,11,28,0.102884361,0,3.3833
1984,11,29,0.103864212,0,3.3358
1984,11,30,0.114315957,0,3.2939
1984,12,1,0.099618191,0,3.1861
1984,12,2,0.124114467,0,3.1378
1984,12,3,0.092759233,0,3.297
1984,12,4,0.097658489,0,3.4752
1984,12,5,0.095045552,0,3.5349
1984,12,6,0.119215212,0,3.5363
1984,12,7,0.119215212,0,3.5266
1984,12,8,0.090799531,0,3.4709
1984,12,9,0.117582127,0,3.4757
1984,12,10,0.09537217,0,3.506
1984,12,11,0.116602276,0,3.6559
1984,12,12,0.114315957,0,3.4623
1984,12,13,0.107456999,0,3.6104
1984,12,14,0.098964957,0,3.7514
1984,12,15,0.094718935,0,3.2403
1984,12,16,0.104517446,0,3.4068
1984,12,17,0.091126148,0,3.5566
1984,12,18,0.099618191,0,3.516
1984,12,19,0.097985106,0,3.5675
1984,12,20,0.096352021,0,3.4829
1984,12,21,0.092105999,0,3.382
1984,12,22,0.081327638,0,3.3509
1984,12,23,0.09308585,0,3.3974
1984,12,24,0.09308585,0,3.4625
1984,12,25,0.09308585,0,3.5024
1984,12,26,0.093412467,0,3.4793
1984,12,27,0.08981968,0,3.5946
1984,12,28,0.088186595,0,3.4888
1984,12,29,0.08981968,0,3.4211
1984,12,30,0.088186595,0,3.3412
1984,12,31,0.082307489,0,3.5771
1985,1,1,0.083613957,18.42,3.2766
1985,1,2,0.092432616,4.4594,2.5201
1985,1,3,0.106150531,0.2334,2.5598
1985,1,4,0.109416701,0,2.6744
1985,1,5,0.110396552,0,3.0542
1985,1,6,0.109416701,0,3.0757
1985,1,7,0.113662723,0,2.8642
1985,1,8,0.101251276,1.6092,2.82
1985,1,9,0.098311723,0.18777,2.9628
1985,1,10,0.096678638,2.2016,3.0134
1985,1,11,0.117582127,13.332,2.8054
1985,1,12,0.137179148,8.6192,2.9026
1985,1,13,0.122481382,4.1907,3.1343
1985,1,14,0.164941595,0.23452,3.1799
1985,1,15,0.186824935,1.4365,3.1351
1985,1,16,0.189437871,5.9789,2.9975
1985,1,17,0.244962764,0,3.2232
1985,1,18,0.258354062,0,3.1807
1985,1,19,0.262273466,0,3.5195
1985,1,20,0.251495105,3.7799,3.2563
1985,1,21,0.220139871,1.3498,3.1354
1985,1,22,0.217200318,5.144,3.0539
1985,1,23,0.251495105,0.061447,2.8425
1985,1,24,0.288729445,0,3.2092
1985,1,25,0.279257551,0,3.3244
1985,1,26,0.284156806,0,3.502
1985,1,27,0.287422977,0,3.8105
1985,1,28,0.256067743,0,3.8021
1985,1,29,0.233531168,0,3.5729
1985,1,30,0.209034892,0.29668,3.6594
1985,1,31,0.199236382,10.326,3.4151
1985,2,1,0.219813254,16.921,3.1149
1985,2,2,0.298854572,0.62616,3.3391
1985,2,3,0.444199146,0,3.6238
1985,2,4,0.556882017,0,3.7194
1985,2,5,0.565047443,0,4.0928
1985,2,6,0.550349677,0,4.1405
1985,2,7,0.5258534,0,3.844
1985,2,8,0.480127018,0,3.9204
1985,2,9,0.43276755,0,4.2326
1985,2,10,0.34294787,0,4.3037
1985,2,11,0.25966053,0,4.311
1985,2,12,0.216220466,0,4.153
1985,2,13,0.180945828,0.55045,3.9362
1985,2,14,0.143711488,0.32646,3.912
1985,2,15,0.14240502,0.051008,3.997
1985,2,16,0.114315957,0,4.104
1985,2,17,0.106150531,0,4.2886
1985,2,18,0.091126148,0,4.4988
1985,2,19,0.094718935,0,4.6629
1985,2,20,0.079367936,0,4.8323
1985,2,21,0.064016936,0,4.7159
1985,2,22,0.084920425,0,4.4647
1985,2,23,0.057157978,0,4.6707
1985,2,24,0.078388085,0,4.9488
1985,2,25,0.058791063,0,5.1348
1985,2,26,0.058137829,0,5.2557
1985,2,27,0.058137829,0,5.2714
1985,2,28,0.061404,0,5.5651
1985,3,1,0.047686085,0,5.6977
1985,3,2,0.065323404,0,5.558
1985,3,3,0.065323404,0,5.4625
1985,3,4,0.063690319,0,5.7028
1985,3,5,0.043440064,0,5.8622
1985,3,6,0.035601255,0,5.9749
1985,3,7,0.057157978,0,6.1182
1985,3,8,0.055524893,0,6.1486
1985,3,9,0.052258723,0,6.1797
1985,3,10,0.052258723,0,6.2266
1985,3,11,0.030048766,0,6.1699
1985,3,12,0.027109213,0,6.1353
1985,3,13,0.050625638,0,6.3311
1985,3,14,0.023516425,0,6.2033
1985,3,15,0.019923638,0,6.1599
1985,3,16,0.048992553,0,6.165
1985,3,17,0.047359468,0,6.3727
1985,3,18,0.067609723,0,6.34
1985,3,19,0.060750766,0,6.3525
1985,3,20,0.042460212,0,6.1167
1985,3,21,0.061077383,0,5.9379
1985,3,22,0.040827127,0,6.1309
1985,3,23,0.039194042,0,6.4492
1985,3,24,0.039194042,0,6.5867
1985,3,25,0.060750766,0,6.4238
1985,3,26,0.05585151,0,6.4624
1985,3,27,0.058464446,0,6.5463
1985,3,28,0.057811212,0,6.6717
1985,3,29,0.055524893,0,6.7465
1985,3,30,0.052911957,0.021752,6.4103
1985,3,31,0.037560957,0.15056,5.8102
1985,4,1,0.061404,3.1631,5.9486
1985,4,2,0.040827127,1.7576,5.1969
1985,4,3,0.040827127,0,6.0038
1985,4,4,0.058137829,0.037119,5.9634
1985,4,5,0.039194042,0.80282,6.1241
1985,4,6,0.039194042,3.4732,6.0947
1985,4,7,0.039194042,0.015412,6.0228
1985,4,8,0.053891808,0.78029,6.3864
1985,4,9,0.050625638,0,6.4948
1985,4,10,0.044419915,0,6.5651
1985,4,11,0.043766681,0,6.9261
1985,4,12,0.044093298,0,6.8294
1985,4,13,0.04050051,0,7.1331
1985,4,14,0.032661702,0,7.3757
1985,4,15,0.038540808,0,6.9519
1985,4,16,0.038540808,0.010865,6.93
1985,4,17,0.036581106,0,7.1844
1985,4,18,0.035274638,0,7.4656
1985,4,19,0.034621404,0,7.5434
1985,4,20,0.026129362,0,7.655
1985,4,21,0.026129362,0,7.5537
1985,4,22,0.044093298,0,7.3628
1985,4,23,0.041806978,0,7.4974
1985,4,24,0.042786829,0,7.2736
1985,4,25,0.04050051,0,7.2366
1985,4,26,0.037887574,0,7.5082
1985,4,27,0.037560957,0,7.7237
1985,4,28,0.021230106,0,7.6989
1985,4,29,0.035927872,0,7.5723
1985,4,30,0.019597021,0,7.6563
1985,5,1,0.033314936,0,7.6826
1985,5,2,0.032008468,0,7.6267
1985,5,3,0.014697766,0,7.1326
1985,5,4,0.014697766,0,6.9582
1985,5,5,0.014697766,0,7.0224
1985,5,6,0.030702,0,7.2132
1985,5,7,0.029068915,0,7.3812
1985,5,8,0.030375383,0,7.6695
1985,5,9,0.030048766,0.078472,7.6539
1985,5,10,0.032661702,0.22823,7.4328
1985,5,11,0.032008468,0.30789,7.5238
1985,5,12,0.016330851,0,7.3828
1985,5,13,0.028415681,0,7.4074
1985,5,14,0.02743583,0.059812,7.6108
1985,5,15,0.029068915,0.10887,8.0703
1985,5,16,0.026782596,0,7.4731
1985,5,17,0.02743583,0.17115,7.6024
1985,5,18,0.025802744,0,7.8927
1985,5,19,0.013064681,0.11839,7.5641
1985,5,20,0.011431596,0,7.9343
1985,5,21,0.02188334,0,7.9214
1985,5,22,0.021556723,0.55871,8.0917
1985,5,23,0.009798511,1.7314,7.4929
1985,5,24,0.020903489,0,7.3415
1985,5,25,0.020576872,0,7.1225
1985,5,26,0.009798511,0.14129,7.0886
1985,5,27,0.03396817,1.6539,7.264
1985,5,28,0.031355234,0,7.4649
1985,5,29,0.030375383,0,7.7857
1985,5,30,0.028742298,0.0016801,7.3501
1985,5,31,0.027762447,0.071886,7.7789
1985,6,1,0.028742298,2.6838,6.3218
1985,6,2,0.027762447,0.80654,6.7142
1985,6,3,0.028089064,3.1559,6.6308
1985,6,4,0.02743583,1.7871,6.424
1985,6,5,0.02743583,0.063956,6.5679
1985,6,6,0.026129362,0.2364,6.5894
1985,6,7,0.025476127,2.5914,6.3847
1985,6,8,0.027109213,5.1365,6.2987
1985,6,9,0.027762447,9.5555,6.4062
1985,6,10,0.039520659,3.669,5.883
1985,6,11,0.044746532,3.4295,6.0426
1985,6,12,0.044093298,0.21855,6.5026
1985,6,13,0.043113446,0.25139,6.6501
1985,6,14,0.042133595,1.6913,6.9094
1985,6,15,0.045073149,0,7.0954
1985,6,16,0.045073149,2.052,6.8226
1985,6,17,0.10517068,0.043504,6.7238
1985,6,18,0.069569425,0.032728,7.0474
1985,6,19,0.051605489,1.4387,6.4894
1985,6,20,0.042460212,1.5846,6.6487
1985,6,21,0.042133595,2.9507,6.1946
1985,6,22,0.039520659,0.51492,6.6224
1985,6,23,0.039194042,0.027733,6.5927
1985,6,24,0.038867425,0.20605,6.951
1985,6,25,0.039520659,3.2412,6.7218
1985,6,26,0.057484595,6.3897,5.6972
1985,6,27,0.057811212,14.076,4.6887
1985,6,28,1.489046989,17.754,4.3831
1985,6,29,0.3396817,4.3041,4.3756
1985,6,30,0.156776169,0.031832,5.4232
1985,7,1,0.103210978,2.1449,5.68
1985,7,2,0.146977658,2.647,5.7217
1985,7,3,0.163308509,4.1151,5.7537
1985,7,4,0.17963936,3.6544,4.9216
1985,7,5,0.16984085,4.9047,5.0235
1985,7,6,0.163308509,34.235,5.0918
1985,7,7,0.160042339,15.599,3.5676
1985,7,8,0.146977658,9.8948,3.9519
1985,7,9,0.128360488,9.9296,4.7567
1985,7,10,0.411537444,2.7722,4.5277
1985,7,11,0.506256379,33.691,5.1168
1985,7,12,0.531079273,24.527,4.6568
1985,7,13,0.468368805,14.561,4.0256
1985,7,14,0.52258723,10.19,4.0858
1985,7,15,0.613060144,27.263,4.3756
1985,7,16,1.063138396,19.201,3.518
1985,7,17,4.409329755,39.627,3.4601
1985,7,18,3.249186104,13.934,3.386
1985,7,19,2.220995728,9.7356,4.2624
1985,7,20,1.7310702,1.6387,4.3146
1985,7,21,1.430582543,30.072,4.6873
1985,7,22,2.697856576,14.794,4.0747
1985,7,23,2.304936302,6.9346,4.3249
1985,7,24,2.714187427,10.352,4.2769
1985,7,25,4.066381885,24.977,4.1317
1985,7,26,4.572638264,16.395,4.1031
1985,7,27,3.658110611,7.0953,4.0294
1985,7,28,2.999650701,3.2905,4.0966
1985,7,29,3.854080823,8.1787,4.2797
1985,7,30,3.331493592,34.637,3.5981
1985,7,31,7.250897819,20.177,3.0076
1985,8,1,5.447971875,4.0398,4.0246
1985,8,2,4.082712736,10.238,4.5752
1985,8,3,5.278784259,38.356,3.4627
1985,8,4,6.303708464,8.2248,3.9783
1985,8,5,4.776447284,1.1763,4.3156
1985,8,6,4.572638264,13.326,3.694
1985,8,7,4.409329755,23.703,3.3249
1985,8,8,7.022265906,81.557,3.4763
1985,8,9,22.40592749,23.251,3.2489
1985,8,10,18.91112539,3.5494,3.1906
1985,8,11,13.32597437,1.4488,2.8453
1985,8,12,9.994480777,5.3687,3.6623
1985,8,13,7.708161645,2.3932,4.0899
1985,8,14,6.695648887,7.1923,4.4897
1985,8,15,5.944429743,15.056,4.2197
1985,8,16,5.206928515,21.068,3.6528
1985,8,17,8.557365894,44.722,4.1399
1985,8,18,14.92639776,7.314,3.9345
1985,8,19,11.62266662,5.0141,3.3915
1985,8,20,8.380666087,12.55,3.2502
1985,8,21,9.037166295,12.404,2.8203
1985,8,22,8.254591918,13.72,3.1862
1985,8,23,7.118291309,4.7008,3.2366
1985,8,24,6.406592825,0.8675,3.8378
1985,8,25,6.042414849,0.24187,4.2474
1985,8,26,5.713838128,0.006922,4.286
1985,8,27,4.376668053,0,4.4745
1985,8,28,2.691324235,0.54993,4.0629
1985,8,29,2.48816845,7.1963,3.8308
1985,8,30,2.929754659,11.226,3.1255
1985,8,31,2.285012664,4.0778,2.9142
1985,9,1,2.609669981,1.2106,3.0853
1985,9,2,2.884681511,4.0581,3.4298
1985,9,3,2.305916153,9.525,3.6091
1985,9,4,2.263455941,8.455,3.5796
1985,9,5,2.572762258,0.46541,3.9203
